,Title:,Congress-Session:,Date:,Citation:,Bill:,Bill Profile:,Bill Status:,Bill Sponsor:,Permalink:,Chamber:,Version Date:,Cosponsors:,Subtitle:,Summary,PDF,TEXT,TEXT_Content
48,101 H. J. Res. 350 (Introduced in the House),101- 1,"June 29, 1989",101 H.J.Res. 350,HJRes 350,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative Robert Henry Michel (R - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.101_hjres_350_ih?accountid=11311,U.S. House of Representatives,"June 29, 1989 Version: -- 1",None,None,Proposing an amendment to the Constitution of the United States authorizing the Congress and the States to prohibit the physical desecration of the flag of the United States.,C:\Users\sal853\Documents\congressional_record\data\101-hjres350-000ih-19890629.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\101-hjres350-000ih-19890629.txt,"101ST CONGRESS
1ST SESSION

H. J. RES. 350

Proposing an amendment to the Constitution of the United States authorizing the
Congress and the States to prohibit the physical desecration of the flag of the
United States.

IN THE HOUSE OF

EEPAESENTATIVES

- JUNE 29, 1989
Mr. MICHEL (for himself and Mr. MONTGOMEEY) introduced the following joint
resolution; which was referred to the Committee on the -Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States authorizing the Congress and the States to prohibit
the physical desecration of the flag of the United States.
Whereas the flag of the United States of America is a national
symbol of such stature that it must be kept inviolate;
Whereas the physical desecration of the flag should not be considered constitutionally protected speech; and
Whereas physical desecration may include, but is not limited to,
such acts as burning, mutilating, defacing, defiling or trampling on the flag, or displaying the flag in a contemptuous
maimer: Now, therefore, be it
1

Resolved by the Senate and House of Representatives

2 of the United Stales of America in Congress assembled

2
1 (two-thirds of each House concurring therein), That the fol2 lowing article is proposed as an amendment to the Constitu3 tion of the United States, which shall be valid to all intents
4 and purposes as part of the Constitution when ratified by the
5 legislatures of three-fourths of the several States within
6 seven years after the date of its submission for ratification:
7
8

""AETICLE

—

""The Congress and the States shall have power to pro-

9 hibit the physical desecration of the flag of the United
10 States."".
O

HJ 35C m

"
49,105 H. J. Res. 39 (Introduced in the House),105- 1,"February 04, 1997",105 H. J. Res. 39,HJRes 39,Retrieve Bill Profile Report,Introduced in the House,Representative Michael R. McNulty (D - NY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.105_hjres_39_ih?accountid=11311,None,None,None,None,"Proposing an amendment to the Constitution of the United States repealing the 22nd article of amendment, thereby removing the restrictions on the number of terms an individual may serve as President.",C:\Users\sal853\Documents\congressional_record\data\bills-105hjres39ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-105hjres39ih.txt,"IA

105TH CONGRESS
1ST SESSION

H. J. RES. 39

Proposing an amendment to the Constitution of the United States repealing
the 22nd article of amendment, thereby removing the restrictions on
the number of terms an individual may serve as President.

IN THE HOUSE OF REPRESENTATIVES
Mr. MCNULTY

FEBRUARY 4, 1997
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States repealing the 22nd article of amendment, thereby
removing the restrictions on the number of terms an
individual may serve as President.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the follow4 ing article is proposed as an amendment to the Constitu5 tion of the United States, which shall be valid to all intents
6 and purposes as part of the Constitution when ratified by

2
1 the legislatures of three-fourths of the several States with2 in seven years after the date of its submission for ratifica3 tion:
4
5

‘‘ARTICLE —
‘‘The twenty-second article of amendment to the Con-

6 stitution of the United States is hereby repealed.’’.

Æ

•HJ 39 IH

"
50,115 H. J. Res. 137 (Introduced in the House),115- 2,"July 26, 2018",115 H. J. Res. 137,HJRes 137,Retrieve Bill Profile Report,Introduced in the House,Delegate Madeleine Z. Bordallo (D - GU),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.115_hjres_137_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States authorizing the territories of the United States to cast electoral votes in presidential elections.,C:\Users\sal853\Documents\congressional_record\data\bills-115hjres137ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-115hjres137ih.txt,"IA

115TH CONGRESS
2D SESSION

H. J. RES. 137

Proposing an amendment to the Constitution of the United States authorizing
the territories of the United States to cast electoral votes in presidential
elections.

IN THE HOUSE OF REPRESENTATIVES
Ms. BORDALLO

JULY 26, 2018
submitted the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States authorizing the territories of the United States
to cast electoral votes in presidential elections.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is hereby proposed as an amendment to the
5 Constitution of the United States, which shall be valid to
6 all intents and purposes as part of the Constitution when
pamtmann on DSKBFK8HB2PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States:

VerDate Sep 11 2014

00:54 Jul 27, 2018

Jkt 079200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ137.IH

HJ137

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. If the number of persons in a territory

3 of the United States exceeds thirty thousand, the territory
4 shall appoint, in such manner as its territorial legislature
5 may direct, a number of electors of President and Vice
6 President equal to the whole number of Representatives
7 to the House of Representatives to which such territory
8 would be entitled if it were a State. Such electors shall
9 be in addition to those appointed by the States and the
10 District of Columbia, but they shall be considered, for the
11 purposes of the election of President and Vice President,
12 to be electors appointed by a State. Such electors shall
13 meet in the territory in which they were appointed and
14 perform such duties as provided by the twelfth article of
15 amendment.
16

‘‘SECTION 2. Congress shall have the power to en-

17 force this article by appropriate legislation.’’.

pamtmann on DSKBFK8HB2PROD with BILLS

Æ

•HJ 137 IH
VerDate Sep 11 2014

00:54 Jul 27, 2018

Jkt 079200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ137.IH

HJ137

"
51,116 H. J. Res. 34 (Introduced in the House),116- 1,"January 24, 2019",116 H. J. Res. 34,HJRes 34,Retrieve Bill Profile Report,Introduced in the House,Representative Warren Davidson (R - OH),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.116_hjres_34_ih?accountid=11311,None,None,None,None,"Proposing an amendment to the Constitution of the United States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in each State who are citizens of the United States.",C:\Users\sal853\Documents\congressional_record\data\bills-116hjres34ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-116hjres34ih.txt,"IA

116TH CONGRESS
1ST SESSION

H. J. RES. 34

Proposing an amendment to the Constitution of the United States to provide
that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons
in each State who are citizens of the United States.

IN THE HOUSE OF REPRESENTATIVES
JANUARY 24, 2019
Mr. DAVIDSON of Ohio (for himself, Mr. BROOKS of Alabama, Mr. MOONEY
of West Virginia, Mr. COLE, Mr. STIVERS, Mr. GIBBS, Mr. YOHO, Mr.
TURNER, and Mr. CHABOT) submitted the following joint resolution;
which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide that Representatives shall be apportioned among the several States according to their respective numbers, counting the number of persons in
each State who are citizens of the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the fol-

pbinns on DSK79D2C42PROD with BILLS

4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

VerDate Sep 11 2014

22:54 Jan 24, 2019

Jkt 089200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ34.IH

HJ34

2
1 ratified by the legislatures of three-fourths of the several
2 States within seven years after the date of its submission
3 for ratification:
4
5

‘‘ARTICLE —
‘‘Representatives shall be apportioned among the sev-

6 eral States according to their respective numbers, which
7 shall be determined by counting the number of persons
8 in each State who are citizens of the United States.’’.

pbinns on DSK79D2C42PROD with BILLS

Æ

•HJ 34 IH
VerDate Sep 11 2014

22:54 Jan 24, 2019

Jkt 089200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ34.IH

HJ34

"
52,104 H. J. Res. 68 (Introduced in the House),104- 1,"February 08, 1995",104 H. J. Res. 68,HJRes 68,Retrieve Bill Profile Report,Introduced in the House,Representative Barney Frank (D - MA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.104_hjres_68_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to repeal the twenty-second amendment relating to Presidential term limitations.,C:\Users\sal853\Documents\congressional_record\data\bills-104hjres68ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-104hjres68ih.txt,"IA

104TH CONGRESS
1ST SESSION

H. J. RES. 68

Proposing an amendment to the Constitution of the United States to repeal
the twenty-second amendment relating to Presidential term limitations.

IN THE HOUSE OF REPRESENTATIVES
Mr. FRANK

FEBRUARY 8, 1995
of Massachusetts introduced the following joint resolution; which
was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to repeal the twenty-second amendment relating
to Presidential term limitations.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States within seven years from the date of its submission
9 by the Congress:

2
1
2

‘‘ARTICLE —
‘‘The twenty-second article of amendment to the Con-

3 stitution of the United States is hereby repealed.’’.

Æ

•HJ 68 IH

"
53,105 H. J. Res. 87 (Introduced in the House),105- 1,"June 25, 1997",105 H. J. Res. 87,HJRes 87,Retrieve Bill Profile Report,Introduced in the House,Representative Peter Hoekstra (R - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.105_hjres_87_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to give citizens of the United States the right to enact and repeal laws by voting on legislation in a national election.,C:\Users\sal853\Documents\congressional_record\data\bills-105hjres87ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-105hjres87ih.txt,"IA

105TH CONGRESS
1ST SESSION

H. J. RES. 87

Proposing an amendment to the Constitution of the United States to give
citizens of the United States the right to enact and repeal laws by
voting on legislation in a national election.

IN THE HOUSE OF REPRESENTATIVES
Mr. HOEKSTRA

JUNE 25, 1997
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to give citizens of the United States the right
to enact and repeal laws by voting on legislation in
a national election.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the follow4 ing article is proposed as an amendment to the Constitu5 tion of the United States, which shall be valid to all intents
6 and purposes as part of the Constitution when ratified by
7 the legislatures of three-fourths of the several States with-

2
1 in seven years after the date of its submission for ratifica2 tion:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The people shall have the right to enact

5 any law which the Congress has authority to pass, and
6 to repeal any provision of law passed by Congress which
7 has become law, except that the people shall not have the
8 right to declare war, grant letters of marque and reprisal,
9 make rules concerning captures on land and water, or call
10 forth the militia.
11

‘‘SECTION 2. A petition proposing the enactment of

12 a law, or the repeal of a provision of law, shall be submit13 ted to an officer of the Government of the United States
14 whom the Congress shall designate by law. Each petition
15 shall contain the text of the proposed law, or, in the case
16 of a proposed repeal of a provision of law, the text of the
17 provision of law that shall cease to be effective if repealed
18 under this article. Each petition shall be signed by at least
19 3 percent of the whole number of people, in each of at
20 least 10 States, who voted in the most recent election for
21 President, or for electors for President, occurring before
22 the date on which the petition is submitted to the officer
23 designated by Congress, and the total number of signa24 tures on such petition shall be at least 3 percent of the
25 whole number of people, from all of the several States,
•HJ 87 IH

3
1 who voted in such election. All such signatures shall be
2 collected within the 18-month period ending on the date
3 the petition is submitted to the officer designated by the
4 Congress.
5

‘‘Within 90 days after a petition is submitted to the

6 officer designated by the Congress, such officer shall de7 termine the validity of the signatures contained in the pe8 tition. If the petition contains the required number of valid
9 signatures, the officer shall certify the petition and shall
10 direct the chief executive officer in each State to place a
11 copy of the proposed law, or provision of law proposed to
12 be repealed, contained in the petition on the ballot in the
13 first election (other than an election to fill a vacancy) for
14 Members of the House of Representatives which is held
15 at least 120 days after such certification. The Congress
16 shall by law establish procedures for the preparation and
17 submission of any such petition and for the validation of
18 signatures on such petition.
19

‘‘SECTION 3. If a law or repeal proposed under this

20 article receives a majority of the votes cast in three-fifths
21 of the several States, the proposed law or repeal shall be
22 introduced to the Congress by the Speaker of the House
23 of Representatives and the President pro tempore of the
24 Senate on the first day of the first session of Congress
25 following the vote.
•HJ 87 IH

4
1

‘‘If Congress does not enact the proposed law or re-

2 peal, without amendment, before the end of one year and
3 90 days after the first day of the first session of Congress
4 following the vote, the officer to whom the petition was
5 submitted shall direct the chief executive officer in each
6 State again to place a copy of the proposed law, or provi7 sion of law proposed to be repealed, contained in the peti8 tion, together with any amended version approved by Con9 gress, on the ballot in the first election (other than an
10 election to fill a vacancy) for Members of the House of
11 Representatives which is held at least 120 days after such
12 direction.
13

‘‘If a law or repeal again placed on the ballot pursu-

14 ant to this article receives a majority of the votes cast
15 in three-fifths of the several States, the proposed law or
16 repeal shall be enacted and take effect according to its
17 terms.
18

‘‘No law, or repeal of a provision of law, which is en-

19 acted under this article shall be subject to approval of the
20 President.
21

‘‘The Congress may not, during the 2-year period be-

22 ginning on the date on which a law enacted by the people
23 under this article takes effect, or the date on which a law
24 repealed by the people under this article ceases to be effec25 tive, repeal or amend a law so enacted, or reenact any
•HJ 87 IH

5
1 part of a law so repealed, except by an affirmative vote
2 of two-thirds of the Members of each House of Congress.
3

‘‘SECTION 4. The people in each State voting under

4 this article shall have the qualification requisite for elec5 tors of the most numerous branch of the State legislature.
6 The Congress shall by law prescribe the manner in which
7 the results of the voting conducted under this article shall
8 be ascertained and declared.’’.

Æ

•HJ 87 IH

"
54,51 H. Res. 24 (Referred to Committee House),51- 1,"December 18, 1889",51 H. Res. 24,HRes 24,Retrieve Bill Profile Report,Referred to Committee House,Representative Binger Hermann (R - OR),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.51_hres_24_rth_18891218?accountid=11311,U.S. House of Representatives,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of Senators by the votes of the people of the States.,C:\Users\sal853\Documents\congressional_record\data\51-hres24-00rth-18891218.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\51-hres24-00rth-18891218.txt,"1ST SESSION.

H. RES. 24.

IN THE HOUSE OF BEPBJB8ENTATIVES.
DECEMBER

18,1889.

Bead twice, referred to the Committee on the Judiciary, and ordered to be printed.

Mr. HERMANN introduced the following joint resolution:

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
providing for the election of Senators by the votes of the people
of the States.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That the

4

following amendment to the Constitution of the United States

5

be proposed to the legislatures of the several States; which,

6

when ratified by three-fourths of said legislatures, shall be-

7

come and be a part of the Constitution, namely :

8

Strike out the word ''legislature"" in the first clause of

9

section three of Article I, and substitute in lieu thereof the

10

word "" people;"" so that said clause shall read as follows:

11

""The Senate of the United States shall be composed of

12

two Senators from each State, chosen by the people thereof

13

for six years; and each Senator shall have one vote.""

hi

o
H

o

S

CD

a> w
d w

P

D"" 00
CD ""

t-t-

o
i-i

«H GO
S 00
p, «5

^
ZL X -

2.' I
g W

3

CO

a

£ =3

^
feJ

re <

a
CD

<-i

ci>

—■

o
^
l-t; I—

>-i
CD

3
CD

O
o

g""

i—i

g, o
• B
3

c-t

o re
I—hi

a

5

=- o

©'
0

s«

X
H

"
55,72 S.J. Res. 14 (Referred to Committee House),72- 1,"January 07, 1932",72 S.J. Res. 14,SJRes 14,Retrieve Bill Profile Report,Referred to Committee House,Senator George William Norris (R - NE),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.72_sjres_14_rth_19320107?accountid=11311,U.S. Senate,None,None,None,Proposing an amendment to the Constitution of the United States fixing the commencement of the terms of President and Vice. President and Members' of Congress and fixing the time of the assembling of Congress,C:\Users\sal853\Documents\congressional_record\data\72-sjres14-00rth-19320107.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\72-sjres14-00rth-19320107.txt,"1STCONGRESS
SESSION

72D

Q

T

TITIC!

-| A

D. J. IUJIJ. ±*±

IN THE HOUSE OF EEPKESENTATIVES
JANUARY

7, 1932

Eeferred to the Committee on Election of President, Vice President, and
Representatives in Congress

OINT RESOLUTION
Proposing an amendment to the Constitution of the United States
fixing the commencement of the terms of President and Vice
President and Members of Congress and fixing the time of
the assembling of Congress.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That the

4

following amendment of the Constitution be, and hereby is,

5

proposed to the States, to become valid as a part of said

6

Constitution when ratified by the legislatures of the several

7

States as provided by the Constitution:

g

""ARTICLE

—

9

"" SECTION 1. The terms of the President and Vice

10

President shall end at noon on the 15th day of January,

1

and the terms of Senators and Representatives at noon on

2

the 2d day of January, of the years in which such terms

3

would have ended if this article had not heen ratified; and

4

the terms of their successors shall then begin.

5

"" SEC. 2. The Congress shall assemble at least once in

6

every year, and such meeting shall begin at noon on the

7

2d day of January, unless they shall by law appoint a

8

different day.

9

"" SEC. 3. If the House of Eepresentatives has not

10

chosen a President, whenever the right of choice devolves

11

upon them, before the time fixed for the beginning of his

12

term, then the Vice President shall act as President, as in

13

the case of the death or other constitutional disability of the

14

President.

15

of the failure to choose the Vice President before the time

16

fixed for the beginning of his term, declaring what officer

17

shall then act as President, and such officer shall act accord-

18

ingly until the House of Eepresentatives chooses a President

19

or until the Senate chooses a Vice President.

20
21

The Congress shall by law provide for the case

"" SEC. 4. This amendment shall take effect on the
15th day of October after its ratification.""
Passed the Senate January 6, 1932.
Attest:

EDWIN P. THAYEE.
Secretary.

w
(0
1-1

>s

3
°S3 *^^5
■•»
m 3
p* ®
S
B

l-S

CD
DO
M«

Q

gB
?
P. g !2j

CD

""^

5""
B

P
PL

CD

rt- S2

5f a,^

r*. ^

<

e-t-

02

O

P
P o
o 13

® g

03

CD

ft
P

go
QQ

BCD

S 0Q P
P go P-.
92
O

CD
p id CO

&1

o

Jnite
the

-

13*
ft)

™ «w £,
^ 5.

CO

;

ft

o

So

Ms Q
c+-

SCD
to CD
P
fcfo C+

B

2 B

GO

O

c+-1
8-cw
Mp-

P-i £, CD
CD
P

P^
CP

o
P P
a o
OQ (g **""
p o P
CO
O CD p 3 e-t»>$ p_i g
M' O

O jo

o S ^§ &.
O

P

s 5""?

P

Hi

53

CQ

"
56,111 H. J. Res. 30 (Introduced in the House),111- 1,"March 03, 2009",111 H. J. Res. 30,HJRes 30,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.111_hjres_30_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States regarding the right of citizens of the United States to health care of equal high quality.,C:\Users\sal853\Documents\congressional_record\data\bills-111hjres30ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-111hjres30ih.txt,"IA

111TH CONGRESS
1ST SESSION

H. J. RES. 30

Proposing an amendment to the Constitution of the United States regarding
the right of citizens of the United States to health care of equal high
quality.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

MARCH 3, 2009
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding the right of citizens of the United
States to health care of equal high quality.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

smartinez on PROD1PC64 with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

VerDate Nov 24 2008

02:42 Mar 04, 2009

Jkt 079200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ30.IH

HJ30

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. All persons shall enjoy the right to

3 health care of equal high quality.
4

‘‘SECTION 2. The Congress shall have power to en-

5 force and implement this article by appropriate legisla6 tion.’’.

smartinez on PROD1PC64 with BILLS

Æ

•HJ 30 IH
VerDate Nov 24 2008

02:42 Mar 04, 2009

Jkt 079200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ30.IH

HJ30

"
57,109 H. J. Res. 34 (Introduced in the House),109- 1,"March 02, 2005",109 H. J. Res. 34,HJRes 34,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.109_hjres_34_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States relative to taxing the people of the United States progressively.,C:\Users\sal853\Documents\congressional_record\data\bills-109hjres34ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-109hjres34ih.txt,"IA

109TH CONGRESS
1ST SESSION

H. J. RES. 34

Proposing an amendment to the Constitution of the United States relative
to taxing the people of the United States progressively.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

MARCH 2, 2005
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relative to taxing the people of the United States
progressively.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The Congress of the United States shall

3 tax all persons progressively in proportion to the income
4 which they respectively enjoy under the protection of the
5 United States.
6

‘‘SECTION 2. The Congress shall have power to en-

7 force and implement this article by appropriate legisla8 tion.’’.

Æ

•HJ 34 IH

"
