X1,Date,Type,Action,Links,Bill:,Congress-Session:
0,"March 09, 1928",status,Ordered to be Printed with House Amendment,NA,SJRes 47,70- 1
1,"March 09, 1928",status,Star (No.) Print of an Amendment,NA,SJRes 47,70- 1
2,"January 20, 1928",status,Reported in House,NA,SJRes 47,70- 1
3,"January 06, 1928",status,Referred to Committee House,NA,SJRes 47,70- 1
4,"December 17, 1927",status,Reported in Senate,NA,SJRes 47,70- 1
5,"December 15, 1927",status,Introduced in the Senate,NA,SJRes 47,70- 1
6,"January 04, 2007",status,Introduced in the House,153 Cong Rec H119,HJRes 4,110- 1
7,"January 04, 2007",referral,Referred to House Committee on the Judiciary,153 Cong Rec H119,HJRes 4,110- 1
8,"January 04, 2005",referral,Referred to the House Committee on the Judiciary,151 Cong Rec X 0,HJRes 8,109- 1
9,"July 26, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 7801,HJRes 104,104- 1
10,"January 21, 2010",status,Introduced in the House,156 Cong Rec H326,HJRes 70,111- 2
11,"January 21, 2010",referral,Referred to the House Committee on the Judiciary.,156 Cong Rec H326,HJRes 70,111- 2
12,"June 25, 1997",referral,Referred to the House Judiciary Committee,143 Cong Rec H 4646,HJRes 85,105- 1
13,"November 16, 1993",status,Cosponsor(s) added,139 Cong Rec H 9854,HJRes 181,103- 1
14,"October 14, 1993",status,Cosponsor(s) added,139 Cong Rec H 8002,HJRes 181,103- 1
15,"June 10, 1993",status,Cosponsor(s) added,139 Cong Rec H 3457,HJRes 181,103- 1
16,"April 21, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 1992,HJRes 181,103- 1
17,"January 05, 1892",status,Referred to Committee House,NA,HRes 16,52- 1
18,"September 21, 1893",status,Referred to Committee House,NA,HRes 51,53- 1
19,"January 05, 1892",status,Referred to Committee House,NA,HRes 2,52- 1
20,"January 05, 1892",status,Referred to Committee House,NA,HRes 6,52- 1
21,"July 22, 1991",referral,Referred to the House Judiciary Committee,137 Cong Rec H 5665,HJRes 310,102- 1
22,"May 23, 1991",status,Cosponsors added,137 Cong Rec H 3624,HJRes 101,102- 1
23,"February 21, 1991",status,Cosponsors added,137 Cong Rec H 1138,HJRes 101,102- 1
24,"January 30, 1991",status,Remarks by Rep. Sabo,137 Cong Rec E 356,HJRes 101,102- 1
25,"January 30, 1991",referral,Referred to the House Judiciary Committee,137 Cong Rec H 825,HJRes 101,102- 1
26,"January 05, 1892",status,Referred to Committee House,NA,HRes 20,52- 1
27,"January 19, 1989",referral,Referred to House Committee on the Judiciary,135 Cong Rec H 87,HJRes 73,101- 1
28,"December 04, 1893",status,Referred to Committee House,NA,HRes 90,53- 2
29,"January 05, 1892",status,Referred to Committee House,NA,HRes 7,52- 1
30,"January 05, 1892",status,Referred to Committee House,NA,HRes 21,52- 1
31,"January 26, 1994",referral,Referred to the House Judiciary Committee,140 Cong Rec H 83,HJRes 307,103- 2
32,"February 17, 2005",referral,Referred to House Committee on the Judiciary,151 Cong Rec H 796,HJRes 24,109- 1
33,"March 20, 2001",referral,Referred to House Committee on the Judiciary,147 Cong Rec H 1012,HJRes 39,107- 1
34,"March 01, 1886",status,Referred to Committee House,NA,HRes 131,49- 1
35,"February 25, 2003",referral,Referred to House Committee on the Judiciary,149 Cong Rec H 1333,HJRes 25,108- 1
36,"January 27, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 310,HJRes 81,103- 1
37,"January 24, 2011",status,Introduced in the House,157 Cong Rec H434,HJRes 22,112- 1
38,"January 24, 2011",referral,Referred to the House Committee on the Judiciary.,157 Cong Rec H434,HJRes 22,112- 1
39,"May 23, 1951",status,Referred with Amendments Senate,NA,SJRes 3,82- 1
40,"January 08, 1951",status,Introduced in the Senate,NA,SJRes 3,82- 1
41,"January 30, 2017",status,Introduced in the House,163 Cong Rec H745,HJRes 48,115- 1
42,"January 30, 2017",referral,Referred to the House Committee on the Judiciary,163 Cong Rec H745,HJRes 48,115- 1
43,"April 28, 2015",status,Introduced in the House,161 Cong Rec H2498,HJRes 48,114- 1
44,"April 28, 2015",referral,Referred to the House Committee on the Judiciary,161 Cong Rec H2498,HJRes 48,114- 1
45,"December 16, 1909",status,Referred to Committee Senate,NA,SJRes 50,61- 2
46,"December 13, 1909",status,Introduced in the Senate,NA,SJRes 50,61- 2
47,"May 20, 2021",status,Introduced in the House,167 Cong Rec H2651,HJRes 48,117- 1
48,"May 20, 2021",referral,Referred to the House Committee on the Judiciary,167 Cong Rec H2651,HJRes 48,117- 1
49,"February 24, 1926",status,Referred with Amendments House,NA,SJRes 9,69- 1
50,"February 16, 1926",status,Referred in House,NA,SJRes 9,69- 1
51,"December 21, 1925",status,Referred with Amendments Senate,NA,SJRes 9,69- 1
52,"December 08, 1925",status,Introduced in the Senate,NA,SJRes 9,69- 1
53,"September 09, 1893",status,Referred to Committee House,NA,HRes 28,53- 1
54,"June 25, 2009",others,Remarks by Rep. Turner (R-OH),155 Cong Rec H7256,HJRes 57,111- 1
55,"June 23, 2009",status,Introduced in the House,155 Cong Rec H7145,HJRes 57,111- 1
56,"June 23, 2009",referral,Referred to the House Committee on the Judiciary.,155 Cong Rec H7145,HJRes 57,111- 1
57,"February 22, 2019",status,Introduced in the House,165 Cong Rec H2047,HJRes 48,116- 1
58,"February 22, 2019",referral,Referred to the House Committee on the Judiciary,165 Cong Rec H2047,HJRes 48,116- 1
59,"January 20, 1999",status,"Cong Rec E 89 Remarks by Rep. DOOLITTLE, JOHN T (R-CA)",NA,HJRes 21,106- 1
60,"January 19, 1999",referral,Referred to the House Committee on the Judiciary,145 Cong Rec H 272,HJRes 21,106- 1
61,"January 07, 1892",status,Referred to Committee House,NA,HRes 30,52- 1
62,"March 28, 1995",status,Cosponsor(s) added,141 Cong Rec H 3880,HJRes 3,104- 1
63,"March 09, 1995",status,Cosponsor(s) added,141 Cong Rec H 2989,HJRes 3,104- 1
64,"February 15, 1995",status,Cosponsor(s) added,141 Cong Rec H 1850,HJRes 3,104- 1
65,"February 09, 1995",status,Cosponsor(s) added,141 Cong Rec H 1556,HJRes 3,104- 1
66,"February 08, 1995",status,Cosponsor(s) added,141 Cong Rec H 1461,HJRes 3,104- 1
67,"February 06, 1995",status,Cosponsor(s) added,141 Cong Rec H 1281,HJRes 3,104- 1
68,"February 02, 1995",status,Cosponsor(s) added,141 Cong Rec H 1157,HJRes 3,104- 1
69,"February 01, 1995",status,Cosponsor(s) added,141 Cong Rec H 1052,HJRes 3,104- 1
70,"January 31, 1995",status,Cosponsor(s) added,141 Cong Rec H 970,HJRes 3,104- 1
71,"January 24, 1995",status,Cosponsor(s) added,141 Cong Rec H 593,HJRes 3,104- 1
72,"January 19, 1995",status,Cosponsor(s) added,141 Cong Rec H 400,HJRes 3,104- 1
73,"January 11, 1995",status,Cosponsor(s) added,141 Cong Rec H 231,HJRes 3,104- 1
74,"January 04, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 162,HJRes 3,104- 1
75,"May 12, 1999",status,"Remarks by Rep. ISTOOK, ERNEST J JR (R-OK)",145 Cong Rec E 933,HJRes 53,106- 1
76,"May 12, 1999",referral,Referred to the House Committee on the Judiciary,145 Cong Rec H 3086,HJRes 53,106- 1
77,"February 06, 1997",referral,Referred to the Senate Judiciary Committee,143 Cong Rec S 1102,SJRes 15,105- 1
78,"February 06, 1997",status,Remarks by Sen. Byrd WV,143 Cong Rec S 1109,SJRes 15,105- 1
79,"January 23, 2017",status,Introduced in the House,163 Cong Rec H608,HJRes 30,115- 1
80,"January 23, 2017",referral,Referred to the House Committee on the Judiciary,163 Cong Rec H608,HJRes 30,115- 1
81,"December 15, 1917",status,Referred with Amendments House,NA,HJRes 1,65- 2
82,Session 1,NA,NA,NA,HJRes 1,65- 2
83,"April 02, 1917",status,Introduced in the House,NA,HJRes 1,65- 2
84,"May 17, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 5190,HJRes 88,104- 1
85,"March 10, 2017",status,Introduced in the House,163 Cong Rec H2052,HJRes 88,115- 1
86,"March 10, 2017",referral,Referred to the House Committee on the Judiciary,163 Cong Rec H2052,HJRes 88,115- 1
87,"April 15, 2021",status,Introduced in the House,167 Cong Rec H1843,HJRes 40,117- 1
88,"April 15, 2021",referral,Referred to the House Committee on the Judiciary,167 Cong Rec H1843,HJRes 40,117- 1
89,"April 27, 2006",referral,Referred to the Senate Committee on the Judiciary.,152 Cong Rec S 3704,SJRes 35,109- 2
90,"April 27, 2006",status,Remarks by Sen. Byrd (D-WV),152 Cong Rec S 3718,SJRes 35,109- 2
91,"March 29, 1950",status,Ordered to be Printed House,NA,SJRes 2,81- 1
92,"February 02, 1950",status,Referred to Committee House,NA,SJRes 2,81- 1
93,"January 31, 1950",status,Laid on Table in Senate,NA,SJRes 2,81- 1
94,"January 30, 1950",status,Laid on Table in Senate,NA,SJRes 2,81- 1
95,"January 26, 1950",status,Laid on Table in Senate,NA,SJRes 2,81- 1
96,"January 05, 1950",status,Laid on Table in Senate,NA,SJRes 2,81- 1
97,Session 1,NA,NA,NA,SJRes 2,81- 1
98,"June 30, 1949",status,Referred with Amendments Senate,NA,SJRes 2,81- 1
99,"June 30, 1949",status,Reported in Senate,NA,SJRes 2,81- 1
100,"January 05, 1949",status,Referred to Committee Senate,NA,SJRes 2,81- 1
101,"January 05, 1949",status,Introduced in the Senate,NA,SJRes 2,81- 1
102,"September 13, 1961",status,Referred to Committee Senate,NA,SJRes 12,87- 1
103,"January 04, 1961",status,Introduced in the Senate,NA,SJRes 12,87- 1
104,"October 10, 1893",status,Referred to Committee House,NA,HRes 72,53- 1
105,"January 21, 2015",status,Introduced in the House,161 Cong Rec H480,HJRes 23,114- 1
106,"January 21, 2015",referral,Referred to the House Committee on the Judiciary,161 Cong Rec H480,HJRes 23,114- 1
107,"January 07, 1892",status,Referred to Committee House,NA,HRes 31,52- 1
108,"February 14, 2013",status,Introduced in the House,159 Cong Rec H547,HJRes 29,113- 1
109,"February 14, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H547,HJRes 29,113- 1
110,"September 03, 2003",referral,Referred to House Committee on the Judiciary,149 Cong Rec H 7839,HJRes 67,108- 1
111,"October 26, 1995",status,Cosponsor(s) added,141 Cong Rec H 10994,HJRes 87,104- 1
112,"May 03, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 4546,HJRes 87,104- 1
113,"January 19, 1883",status,Referred to Committee House,NA,HRes 321,47- 2
114,"March 29, 2007",status,Introduced in the Senate,153 Cong Rec S4159,SJRes 11,110- 1
115,"March 29, 2007",referral,Referred to the Senate Committee on the Judiciary.,153 Cong Rec S4159,SJRes 11,110- 1
116,"March 29, 2007",others,Remarks by Sen. Byrd (D-WV),153 Cong Rec S4214,SJRes 11,110- 1
117,"June 05, 1992",status,Cosponsors added,138 Cong Rec H 4334,HJRes 496,102- 2
118,"May 28, 1992",referral,Referred to the House Judiciary Committee,138 Cong Rec H 3917,HJRes 496,102- 2
119,"November 16, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
120,"November 16, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
121,"October 14, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
122,"October 14, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
123,"October 13, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
124,"October 13, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
125,"October 12, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
126,"October 12, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
127,"October 12, 1970",status,Ordered to be Printed Senate,NA,HJRes 264,91- 2
128,"October 09, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
129,"October 09, 1970",status,Ordered to be Printed Senate,NA,HJRes 264,91- 2
130,"October 09, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
131,"October 08, 1970",status,Ordered to be Printed Senate,NA,HJRes 264,91- 2
132,"October 08, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
133,"October 06, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
134,"October 06, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
135,"October 02, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
136,"October 01, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
137,"October 01, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
138,"September 28, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
139,"September 23, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
140,"September 23, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
141,"August 28, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
142,"August 28, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
143,"August 11, 1970",status,Referred to Committee House,NA,HJRes 264,91- 2
144,"August 11, 1970",status,Received in Senate,NA,HJRes 264,91- 2
145,"August 11, 1970",status,Placed on Calendar Senate,NA,HJRes 264,91- 2
146,"August 10, 1970",status,Committee Discharged House,NA,HJRes 264,91- 2
147,Session 1,NA,NA,NA,HJRes 264,91- 2
148,"August 10, 1969",status,Considered and Passed House,NA,HJRes 264,91- 2
149,"January 16, 1969",status,Introduced in the House,NA,HJRes 264,91- 2
150,"June 29, 1993",status,Cosponsor(s) added,139 Cong Rec H 4277,HJRes 195,103- 1
151,"May 25, 1993",status,Cosponsor(s) added,139 Cong Rec H 2816,HJRes 195,103- 1
152,"May 12, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 2462,HJRes 195,103- 1
0,"March 25, 2009",status,Introduced in the House,155 Cong Rec H4026,HJRes 41,111- 1
1,"March 25, 2009",referral,Referred to the House Committee on the Judiciary.,155 Cong Rec H4026,HJRes 41,111- 1
2,"June 09, 1993",status,Cosponsor(s) added,139 Cong Rec H 3373,HJRes 167,103- 1
3,"April 28, 1993",status,Cosponsors added,139 Cong Rec H 2127,HJRes 167,103- 1
4,"March 30, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 1739,HJRes 167,103- 1
5,"March 06, 1997",referral,Referred to the House Judiciary Committee,143 Cong Rec H 804,HJRes 60,105- 1
6,"August 01, 1994",referral,Referred to the House Judiciary Committee,140 Cong Rec H 6549,HJRes 396,103- 2
7,"May 05, 1896",status,Ordered to be Printed House,NA,HRes 39,54- 1
8,"December 17, 1895",status,Referred to Committee House,NA,HRes 39,54- 1
9,"December 12, 1895",status,Ordered to be Printed House,NA,HRes 39,54- 1
10,"April 29, 2004",referral,Referred to House Committee on the Judiciary,150 Cong Rec H 2488,HJRes 94,108- 2
11,"May 04, 2006",referral,Referred to House Committee on the Judiciary,152 Cong Rec H 2174,HJRes 85,109- 2
12,"December 06, 1932",status,Referred to Committee Senate,NA,SJRes 202,72- 2
13,Session 1,NA,NA,NA,SJRes 202,72- 2
14,"July 11, 1932",status,Introduced in the Senate,NA,SJRes 202,72- 2
15,"July 11, 1932",status,Placed on Calendar Senate,NA,SJRes 202,72- 2
16,"February 25, 2019",status,Introduced in the House,165 Cong Rec H2101,HJRes 49,116- 1
17,"February 25, 2019",referral,Referred to the House Committee on the Judiciary,165 Cong Rec H2101,HJRes 49,116- 1
18,"March 29, 2007",status,Introduced in the House,153 Cong Rec H3360,HJRes 41,110- 1
19,"March 29, 2007",referral,Referred to House Committee on the Judiciary,153 Cong Rec H3360,HJRes 41,110- 1
20,"November 04, 2011",status,Introduced in the House,157 Cong Rec H7398,HJRes 84,112- 1
21,"November 04, 2011",referral,Referred to the House Committee on the Judiciary.,157 Cong Rec H7398,HJRes 84,112- 1
22,"April 26, 2013",status,Introduced in the House,159 Cong Rec H2393,HJRes 42,113- 1
23,"April 26, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H2393,HJRes 42,113- 1
24,"March 11, 1992",referral,Referred to the House Judiciary Committee,138 Cong Rec H 1181,HJRes 438,102- 2
25,"July 21, 1994",status,Cosponsor(s) added,140 Cong Rec H 6104,HJRes 160,103- 1
26,"July 20, 1994",status,Cosponsor(s) added,140 Cong Rec H 5950,HJRes 160,103- 1
27,"July 14, 1994",status,Cosponsor(s) added,140 Cong Rec H 5761,HJRes 160,103- 1
28,"June 30, 1994",status,Cosponsor(s) added,140 Cong Rec H 5463,HJRes 160,103- 1
29,"June 14, 1994",status,Cosponsor(s) added,140 Cong Rec H 4447,HJRes 160,103- 1
30,Session 1,NA,NA,NA,HJRes 160,103- 1
31,"May 12, 1993",status,Cosponsors added,139 Cong Rec H 2462,HJRes 160,103- 1
32,"April 29, 1993",status,Cosponsors added,139 Cong Rec H 2183,HJRes 160,103- 1
33,"March 30, 1993",status,Cosponsors added,139 Cong Rec H 1739,HJRes 160,103- 1
34,"March 23, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 1550,HJRes 160,103- 1
35,"February 17, 1899",status,Referred to Committee Senate,NA,SRes 243,55- 3
36,Session 2,NA,NA,NA,SRes 243,55- 3
37,"January 19, 1898",status,Introduced in the Senate,NA,SRes 243,55- 3
38,"November 16, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
39,"November 16, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
40,"October 14, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
41,"October 14, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
42,"October 13, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
43,"October 13, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
44,"October 12, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
45,"October 12, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
46,"October 12, 1970",status,Ordered to be Printed Senate,NA,HJRes 264,91- 2
47,"October 09, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
48,"October 09, 1970",status,Ordered to be Printed Senate,NA,HJRes 264,91- 2
49,"October 09, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
50,"October 08, 1970",status,Ordered to be Printed Senate,NA,HJRes 264,91- 2
51,"October 08, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
52,"October 06, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
53,"October 06, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
54,"October 02, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
55,"October 01, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
56,"October 01, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
57,"September 28, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
58,"September 23, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
59,"September 23, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
60,"August 28, 1970",status,Laid on Table in Senate,NA,HJRes 264,91- 2
61,"August 28, 1970",status,Ordered to be Printed House,NA,HJRes 264,91- 2
62,"August 11, 1970",status,Referred to Committee House,NA,HJRes 264,91- 2
63,"August 11, 1970",status,Received in Senate,NA,HJRes 264,91- 2
64,"August 11, 1970",status,Placed on Calendar Senate,NA,HJRes 264,91- 2
65,"August 10, 1970",status,Committee Discharged House,NA,HJRes 264,91- 2
66,Session 1,NA,NA,NA,HJRes 264,91- 2
67,"August 10, 1969",status,Considered and Passed House,NA,HJRes 264,91- 2
68,"January 16, 1969",status,Introduced in the House,NA,HJRes 264,91- 2
69,"January 22, 2013",status,Introduced in the House,159 Cong Rec H222,HJRes 21,113- 1
70,"January 22, 2013",referral,Referred to the House Committee on the Judiciary,159 Cong Rec H222,HJRes 21,113- 1
71,"April 04, 1989",status,Cosponsors added,135 Cong Rec S 3254,SJRES 36,101- 1
72,"January 31, 1989",referral,Referred to Senate Committee on the Judiciary,135 Cong Rec S 842,SJRES 36,101- 1
73,"March 02, 2005",referral,Referred to House Committee on the Judiciary,151 Cong Rec H 941,HJRes 30,109- 1
74,"March 20, 1972",status,Laid on Table in Senate,NA,HJRes 208,92- 1
75,"March 17, 1972",status,Laid on Table in Senate,NA,HJRes 208,92- 1
76,"March 14, 1972",status,Reported in Senate,NA,HJRes 208,92- 1
77,"March 13, 1972",status,Laid on Table in Senate,NA,HJRes 208,92- 1
78,Session 1,NA,NA,NA,HJRes 208,92- 1
79,"October 19, 1971",status,Referred to Committee Senate,NA,HJRes 208,92- 1
80,"October 13, 1971",status,Referred to Senate Committee,NA,HJRes 208,92- 1
81,"July 14, 1971",status,Reported in House,NA,HJRes 208,92- 1
82,"January 26, 1971",status,Introduced in the House,NA,HJRes 208,92- 1
83,"July 11, 1989",status,Cosponsors added,135 Cong Rec H 3576,HJRes 323,101- 1
84,"June 22, 1989",referral,Referred to the House Judiciary Committee,135 Cong Rec H 3084,HJRes 323,101- 1
85,"July 12, 1949",status,Referred with Amendments House,NA,HJRes 2,81- 1
86,"July 12, 1949",status,Ordered to be Printed House,NA,HJRes 2,81- 1
87,"January 03, 1949",status,Introduced in the House,NA,HJRes 2,81- 1
88,"January 03, 1989",referral,Referred to House Committee on the Judiciary,135 Cong Rec H 56,HR 364,101- 1
89,"September 19, 1991",status,Cosponsors added,137 Cong Rec H 6690,HJRes 46,102- 1
90,"January 04, 1991",referral,Referred to the House Judiciary Committee,137 Cong Rec H 83,HJRes 46,102- 1
91,"July 26, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 7801,HJRes 105,104- 1
92,"February 18, 1933",status,Ordered to be Printed House,NA,SJRes 211,72- 2
93,"February 10, 1933",status,Laid on Table in Senate,NA,SJRes 211,72- 2
94,"January 06, 1933",status,Reported in Senate,NA,SJRes 211,72- 2
95,"December 06, 1932",status,Introduced in the Senate,NA,SJRes 211,72- 2
96,"January 04, 2007",status,Introduced in the House,153 Cong Rec H119,HJRes 6,110- 1
97,"January 04, 2007",referral,Referred to House Committee on the Judiciary,153 Cong Rec H119,HJRes 6,110- 1
98,"January 20, 1890",status,Referred to Committee House,NA,HRes 75,51- 1
99,"January 21, 2010",status,Introduced in the House,156 Cong Rec H326,HJRes 71,111- 2
100,"January 21, 2010",referral,Referred to the House Committee on the Judiciary.,156 Cong Rec H326,HJRes 71,111- 2
101,"May 09, 1914",status,Ordered to be Printed House,NA,HJRes 1,63- 2
102,Session 1,NA,NA,NA,HJRes 1,63- 2
103,"April 07, 1913",status,Introduced in the House,NA,HJRes 1,63- 2
104,"March 01, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 2487,HJRes 71,104- 1
105,"July 01, 1992",status,Cosponsors added,138 Cong Rec H 5792,HJRes 81,102- 1
106,"May 07, 1992",status,Cosponsors added,138 Cong Rec H 3088,HJRes 81,102- 1
107,"April 08, 1992",status,Cosponsors added,138 Cong Rec H 2496,HJRes 81,102- 1
108,"March 24, 1992",status,Cosponsors added,138 Cong Rec H 1691,HJRes 81,102- 1
109,"March 05, 1992",status,Cosponsors added,138 Cong Rec H 1100,HJRes 81,102- 1
110,"March 02, 1992",status,Cosponsors added,138 Cong Rec H 873,HJRes 81,102- 1
111,Session 1,NA,NA,NA,HJRes 81,102- 1
112,"November 19, 1991",status,Cosponsors added,137 Cong Rec H 10544,HJRes 81,102- 1
113,"October 24, 1991",status,Cosponsors added,137 Cong Rec H 8495,HJRes 81,102- 1
114,"September 26, 1991",status,Cosponsors added,137 Cong Rec H 6940,HJRes 81,102- 1
115,"September 19, 1991",status,Cosponsors added,137 Cong Rec H 6690,HJRes 81,102- 1
116,"May 17, 1991",status,Cosponsors added,137 Cong Rec H 3163,HJRes 81,102- 1
117,"April 25, 1991",status,Cosponsors added,137 Cong Rec H 2564,HJRes 81,102- 1
118,"March 19, 1991",status,Cosponsors added,137 Cong Rec H 1849,HJRes 81,102- 1
119,"February 26, 1991",status,Cosponsors added,137 Cong Rec H 1162,HJRes 81,102- 1
120,"February 05, 1991",status,Cosponsors added,137 Cong Rec H 891,HJRes 81,102- 1
121,"January 28, 1991",status,Cosponsors added,137 Cong Rec H 713,HJRes 81,102- 1
122,"January 18, 1991",referral,Referred to the House Judiciary Committee,137 Cong Rec H 605,HJRes 81,102- 1
123,"March 11, 2019",status,Introduced in the Senate,165 Cong Rec S1762,S 736,116- 1
124,"March 11, 2019",referral,Referred to the Senate Committee on the Judiciary,165 Cong Rec S1762,S 736,116- 1
125,"September 24, 2020",status,Introduced in the House,166 Cong Rec H4958,HJRes 95,116- 2
126,"September 24, 2020",referral,Referred to the House Committee on the Judiciary,166 Cong Rec H4958,HJRes 95,116- 2
127,"January 04, 2005",referral,Referred to House Committee on the Judiciary,151 Cong Rec H 79,HJRes 1,109- 1
128,"February 13, 2007",referral,Referred to House Committee on the Judiciary,153 Cong Rec H1563,HJRes 29,110- 1
129,"February 13, 2007",status,Introduced in the House,153 Cong Rec H1563,HJRes 29,110- 1
130,"April 14, 2005",referral,Referred to House Committee on the Judiciary,151 Cong Rec H 2102,HJRes 42,109- 1
131,"March 24, 1993",referral,Referred to the House Judiciary Committee,139 Cong Rec H 1591,HJRes 164,103- 1
132,"July 27, 1995",status,Cosponsor(s) added,141 Cong Rec H 7917,HJRes 48,104- 1
133,"May 09, 1995",status,Cosponsor(s) added,141 Cong Rec H 4620,HJRes 48,104- 1
134,"March 28, 1995",status,Cosponsor(s) added,141 Cong Rec H 3880,HJRes 48,104- 1
135,"February 09, 1995",status,Cosponsor(s) added,141 Cong Rec H 1556,HJRes 48,104- 1
136,"February 01, 1995",status,Cosponsor(s) added,141 Cong Rec H 1052,HJRes 48,104- 1
137,"January 27, 1995",status,Cosponsor(s) added,141 Cong Rec H 840,HJRes 48,104- 1
138,"January 24, 1995",status,Cosponsor(s) added,141 Cong Rec H 593,HJRes 48,104- 1
139,"January 19, 1995",status,Cosponsor(s) added,141 Cong Rec H 400,HJRes 48,104- 1
140,"January 13, 1995",status,Cosponsor(s) added,141 Cong Rec H 243,HJRes 48,104- 1
141,"January 04, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 177,HJRes 48,104- 1
142,"June 15, 1995",status,Cosponsor(s) added,141 Cong Rec H 6046,HJRes 91,104- 1
143,"June 07, 1995",status,Cosponsor(s) added,141 Cong Rec H 5692,HJRes 91,104- 1
144,"May 23, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 5471,HJRes 91,104- 1
145,"March 16, 1994",referral,Referred to the House Judiciary Committee,140 Cong Rec H 1439,HJRes 340,103- 2
146,"February 14, 2011",status,Introduced in the House,157 Cong Rec H774,HJRes 34,112- 1
147,"February 14, 2011",referral,Referred to the House Committee on the Judiciary.,157 Cong Rec H774,HJRes 34,112- 1
148,"October 24, 1990",status,Cosponsors added,136 Cong Rec H 11724,HJRes 87,101- 1
149,"October 17, 1990",status,Cosponsors added,136 Cong Rec H 10104,HJRes 87,101- 1
150,"October 15, 1990",status,Cosponsors added,136 Cong Rec H 9900,HJRes 87,101- 1
151,"October 02, 1990",status,Cosponsors added,136 Cong Rec H 8705,HJRes 87,101- 1
152,Session 1,NA,NA,NA,HJRes 87,101- 1
153,"March 14, 1989",status,House Committee on Foreign Affairs ordered reported,135 Cong Rec H 597,HJRes 87,101- 1
154,"January 20, 1989",referral,Referred to House Committee on the Judiciary,135 Cong Rec H 93,HJRes 87,101- 1
155,"March 23, 2017",status,Introduced in the House,163 Cong Rec H2369,HJRes 91,115- 1
156,"March 23, 2017",referral,Referred to the House Committee on the Judiciary ¨H2370 ­,163 Cong Rec H2369,HJRes 91,115- 1
157,"January 22, 2021",status,Introduced in the Senate,167 Cong Rec S105,SJRes 4,117- 1
158,"January 22, 2021",referral,Referred to the Senate Committee on the Judiciary,167 Cong Rec S105,SJRes 4,117- 1
159,"March 28, 1884",status,Reported in Senate,NA,SRes 19,48- 1
