source_citation,source_group,title_or_description_from_source,year,month,day,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,text_source_citation,ratified_yn,ratified_amendment,notes
,State Ratifying Conventions,Due Process,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no freeman ought to be taken, imprisoned, or disseized ot his freehold, liberties, privileges, or franchises, or outlawed or exiled, or in any manner destroyed, or deprived of his life, liberty, or property, but by the law of the land.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",yes,5,Proposed Bill of Rights
,State Ratifying Conventions,Remedy for Wrong,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That every freeman, restrained of his liberty, is entitled to a remedy to inquire into the lawfulness thereof, and to remove the same if unlawful ; and that such remedy ought not to be denied nor delayed.
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",,,Proposed Bill of Rights
,State Ratifying Conventions,Trial by Jury in Civil Cases,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That, in controversies respecting property, and in suits between man and man, the ancient trial by jury is one of the greatest secutities to the rights of the people, and ought' to remain sacred and inviolable.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243-44. ",yes,7,Proposed Bill of Rights
,State Ratifying Conventions,Remedy for Wrong,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That every freeman ought to find a certain remedy, by recourse to the laws, for all injuries and wrongs he may receive in his person, property, or character; he ought to obtain right and justice freely without sale, completely and without denial, promptly and without delay; and that all establishments or regulations contravening these rights are oppressive and unjust.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",,,Proposed Bill of Rights
,State Ratifying Conventions,Excessive Bail and Punishments,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That excessive bail ought not to be required, nor excessive fines imposed, nor cruel and unusual punishments inflicted.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,8,Proposed Bill of Rights
,State Ratifying Conventions,Searches and Seizures,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That every freeman has a right to be secure from all unreasonable searches and seizures of his person, his papers and property ; all warrants, therefore, to search suspected places, or to apprehend any suspected person, without specially naming or describing the place or person, are dangerous, and ought not to be granted.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,4,Proposed Bill of Rights
,State Ratifying Conventions,Assembly and Petition,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the people have a right peaceably to assemble together, to consult for the common rood, or to instruct their representatives; and that every freeman has a right to petition or apply to the legislature for redress of grievances.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,1,Proposed Bill of Rights
,State Ratifying Conventions,Freedom of Speech and Press,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the people have a right to freedom of speech, and of writing and publishing their sentiments; that freedom of the press is one of the greatest bulwarks of liberty, and ought not to be violated.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,1,Proposed Bill of Rights
,State Ratifying Conventions,Right to bear Arms,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the people have a right to keep and bear arms ; that a well. regulated militia, composed of the body of the people, trained to arms, is the proper, natural, and safe defence of a free state; that standing armies, in time of peace, are dangerous to liberty, and therefore ought to be avoided, as far as the circumstances .and protection of the community will admit; and that, in all cases, the military should be under strict subordination to, and governed by, the civil power.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,2,Proposed Bill of Rights
,State Ratifying Conventions,Quartering in Peacetime,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no soldier, in time of peace, ought to be quartered in any house without the consent of the owner, and in time of war, in such manner only as the laws direct.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,3,Proposed Bill of Rights
,State Ratifying Conventions,Pacifist Exception,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That any person religiously scrupulous of bearing arms ought to be exempted, upon payment of an equivalent to employ another to bear arms in his stead.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Freedom of Religion,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That religion, or the duty which we owe to our Creator, and the manner of discharging it, can be directed only by reason and conviction, not by force or violence; and therefore all men have an equal, natural, and unalienable right to the free exercise of religion, according to the dictates of conscience; and that no particular religious sect or society ought to be favored or established by law in preference to others.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,1,Proposed Bill of Rights
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Reservation of nondelegated powers,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That each state in the Union shall respectively retain every power, jurisdiction, and right, which is not by this Constitution delegated to the Congress of the United States, or to the departments of the federal government.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244. ",yes,10,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Apportionment of Representatives,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That there shall be one representative for every thirty thousand, according to the enumeration or census mentioned in the Constitution, until the whole number of representatives amounts to two hundred ; after which that number shall be continued or increased as Congress shall direct, upon the principles fixed in the Constitution, by apportioning the representatives of each state to some greater number of the people, from time to time, as the population increases.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 244-45. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction in levying of direct taxes,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"When Congress shall lay direct taxes or excises, they shall immediately inform the executive power of each state of the quota of such state, according to the census herein directed, which is proposed to be thereby raised; and if the legislature of any state shall pass any law which shall be effectual for raising such quota at the time required by Congress, the taxes and excises laid by Congress shall not be collected in such state.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Senators and Representatives ineligible to civil office during term,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the members of the Senate and House of Representatives shall be ineligible to, and incapable of holding, any civil office under the authority of the United States, during the time for which they shall respectively be elected.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Publication of journals,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the Journals of the proceedings of the Senate and House of Representatives shall be published at least once in every year, except such parts thereof relating to treaties, alliances, or military operations, as in their judgment require secrecy.
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Publication of Treasury accounts,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,That a regular statement and account of receipts and expenditures of all public moneys shall be published at least once in every year.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Ratification of treaties,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no commercial treaty shall be ratified without the concurrence of two thirds of the whole number of the members of the Senate. And no treaty, ceding, contracting, restraining, or suspending, the territorial rights or claims of the United States, or any of them, or their, or any of their, rights or claims of fishing in the American seas, or navigating the American rivers, shall be made, but in cases of the most urgent and extreme necessity; nor shall any such treaty be ratified without the con- currence of three fourths of the whole number of the members of both houses respectively.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction in passage of navigation laws,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no navigation law, or law regulating commerce, shall be passed without the consent of two thirds of the members present in both houses.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Standing army in time of peace,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no standing army or regular troops shall be raised or kept up in time of peace, without the consent of two thirds of the members present in both houses.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",yes,3,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Term of enlistment of soldiers limited,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no soldier shall be enlisted for any longer term than four years, except in time of war, and then for no longer term than the continu- ance of the war.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Regulation of militia,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That each state respectively shall have the power to provide for organizing, arming, and disciplining its own militia, whensoever Congress shall omit or neglect to provide for the same; that the militia shall not be subject to martial law, except when in actual service in time of war, invasion, or rebellion; and when not in the actual service of the United States, shall be subject only to such fines, penalties, and punishments, as shall be directed or inflicted by the laws of its own state.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction on Congress declaring a State in rebellion,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That Congress shall not declare any state to be in rebellion, without the consent of at least two thirds of all the members present in both houses.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction on the powers of Congress over the Federal town,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the exclusive power of legislation given to Congress over the federal town and its adjacent district, and other places purchased or to be purchased by Congress of any of the states, shall extend only to such regulations as respect the police and good government thereof.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Limitation upon eligibility of President,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,That no person shall be capable of being President of the United States for more than eight years in any term of fifteen years.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 245. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Jurisdiction of Federal Courts,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the judicial power of the United States shall be vested in one Supreme Court, and in such courts of admiralty as Congress may from time to time ordain and establish in any of the different states. The judicial power shall extend to all cases in law and equity arising under treaties made, or which shall be made, under the authority of the United States; to all cases affecting ambassadors, other foreign ministers, and consuls; to all cases of admiralty and maritime jurisdiction; to controversies to which the United States shall be a party ; to controversies between two or more states, and between parties claiming lands under the grants of different states. In all cases affecting ambassadors, other foreign ministers, and consuls, and those in which a state shall be a party, the Supreme Court shall have original jurisdiction. In all other cases before mentioned, the Supreme Court shall have appellate jurisdiction as to matters of law only, except in cases of equity, and of admiralty and maritime jurisdiction, in which the Supreme Court shall have appellate jurisdiction both as to law and fact, with such exceptions, and under such regulations, as the Congress shall make: but the judicial power of the United States shall extend to no case where the cause of action shall have originated before the ratification of this Constitution, except in disputes between states about their territory, disputes between persons claiming lands under the grants of different states, and suits for debts due to the United States.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Rights of defendant in criminal trial,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That, in criminal prosecutions, no man shall be restrained in the exercise of the usual and accustomed right of challenging or excepting to
the jury.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",yes,6,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction on Federal control over election of Senators and Representatives,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That Congress shall not alter, modify, or interfere in, the times, places, or manner, of holding elections for senators and representatives, or either of them, except when the legislature of any state shall neglect, refuse, or be disabled, by invasion or rebellion, to prescribe the same.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Rights reserved,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That those clauses which declare that Congress shall not exercise certain powers be not interpreted in any manner whatsoever to extend the power of Congress; but that they be construed either as making exceptions to the specified powers, where this shall be the case, or otherwise as inserted merely for greater caution.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Regulate the alternation of the compensation of the Senators and Representatives,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the laws ascertaining the compensation of senators and representatives for their services, be postponed in their operation until after the election of representatives immediately succeeding the passing thereof, that excepted which shall first be passed on the subject.
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",yes,27,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Tribunal for trial of impeachment of Senators,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,That some tribunal other than the Senate be provided for trying impeachments of senators.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Regulate the alteration of salary of judges,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the salary of a judge shall not be increased or diminished during his continuance in office, otherwise than by general regulations of salary, which may take place on a revision of the subject at stated periods of not less than seven years, to commence from the time such salaries shall be first ascertained by Congress.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Commercial monopolies prohibited,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,That Congress erect no company of merchants with exclusive advantages of commerce.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Treaties opposed to laws of the United States not valid,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no treaties which shall be directly opposed to the existing laws of the United States in Congress assembled shall be valid until such aws shall be repealed, or made conformable to such treaty; nor shall any treaty be valid which is contradictory to the Constitution of the United States.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Regulation of commerce and navigation laws,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the latter part of the 5th paragraph of the 9th section of the 1st article be altered to read thus : 'Nor shall vessels bound to a particular state be obliged to enter or pay duties in any other; nor, when bound from any one of the states, be obliged to clear in another.'","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 246-47. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,"Congress restricted from interfering with the redemption of a State's paper money, etc",1788,8,2,1,1,,,First North Carolina State Ratifying Convention,Rhode Island,,"That Congress shall not, directly or indirectly, either by themselves or through the judiciary, interfere with any one of the states in the redemption of paper money already emitted and now in circulation, or in liquidating and discharging the public securities of any one of the states. but each and every state shall have the exclusive right of making such laws and regulations, for the above purposes, as they shall think proper.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 247. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction upon the introduction of foreign troops into the United States,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,Rhode Island,,That Congress shall not introduce foreign troops into the United States without the consent of two thirds of the members present of both houses.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 247. ",no,,
,State Ratifying Conventions,Certain Rights Inalienable,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That there are certain natural rights of which men, when they form a social compact, cannot deprive or divest their posterity,- among which are the enjoyment of life and liberty, with the means of acquiring, possessing, and protecting property, and pursuing and obtaining happiness and safety.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Popular Sovereignty,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That all power is naturally vested in, and consequently derived from, the people ; that magistrates, therefore, are their trustees and agents, and at all times amenable to them. 
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Reservation of nondelegated powers,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the powers of government may be reassumed by the people whensoever it shall become necessary to their happiness. That the rights of the states respectively to nominate and appoint all state officers, and every other power, jurisdiction, and right, which is not by the said Constitution clearly delegated to the Congress of the United States, or to the departments of government theieof, remain to the people of the several states, or their respective state governments, to whom they may have granted the same; and that those clauses in the Constitution which declare that Congress shall not have or exercise certain powers, do not imply that Congress is entitled to any powers not given by the said Constitution; but such clauses are to be construed as exceptions to certain specified powers, or as inserted merely for greater caution.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Freedom of Religion,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That religion, or the duty which we owe to our Creator, and the manner of discharging it, can be directed only by reason and conviction, and not by force and violence; and therefore all men have a natural, equal, and unalienable right to the exercise of religion according to the dictates of conscience; and that no particular religious sect or society ought to be favored or established, by law, in preference to others.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",yes,1,Proposed Bill of Rights
